ErrorCode,ErrorText
599875," ISO : An error occurred during send TCP : Network is unreachable"
599876," ISO : An error occurred during send TCP : Network dropped connection on reset"
599877," ISO : An error occurred during send TCP : Software caused connection abort"
599878," ISO : An error occurred during send TCP : Connection reset by peer"
599879," ISO : An error occurred during send TCP : No Buffer space available"
599880," ISO : An error occurred during send TCP : Socket is already connected"
599881," ISO : An error occurred during send TCP : Socket is not connected"
599882," ISO : An error occurred during send TCP : Can't send after Socket shutdown"
599883," ISO : An error occurred during send TCP : Too many references:can't splice"
599884," ISO : An error occurred during send TCP : Connection timed out"
599885," ISO : An error occurred during send TCP : Connection refused"
599886," ISO : An error occurred during send TCP : Too many levels of symbolic links"
599887," ISO : An error occurred during send TCP : File name is too long"
599888," ISO : An error occurred during send TCP : Host is down"
599889," ISO : An error occurred during send TCP : Unreachable peer"
599890," ISO : An error occurred during send TCP : Directory is not empty"
599891," ISO : An error occurred during send TCP : Too many processes"
599892," ISO : An error occurred during send TCP : Too many users"
599893," ISO : An error occurred during send TCP : Disk quota exceeded"
599894," ISO : An error occurred during send TCP : Stale NFS file handle"
599895," ISO : An error occurred during send TCP : Too many levels of remote in path"
599915," ISO : An error occurred during send TCP : Network subsystem is unusable"
599916," ISO : An error occurred during send TCP : Winsock DLL cannot support this application"
599917," ISO : An error occurred during send TCP : Winsock not initialized"
599925," ISO : An error occurred during send TCP : Disconnect"
600825," ISO : An error occurred during send TCP : Host not found"
600826," ISO : An error occurred during send TCP : Non authoritative - host not found"
600827," ISO : An error occurred during send TCP : Non recoverable error"
600828," ISO : An error occurred during send TCP : Valid name, no data record of requested type"
601825," ISO : An error occurred during send TCP : Invalid address"
655360," ISO : An error occurred during recv"
665364," ISO : An error occurred during recv TCP : Interrupted system call"
665369," ISO : An error occurred during recv TCP : Bad file number"
665373," ISO : An error occurred during recv TCP : Permission denied"
665374," ISO : An error occurred during recv TCP : Bad address"
665382," ISO : An error occurred during recv TCP : Invalid argument"
665384," ISO : An error occurred during recv TCP : Too many open files"
665395," ISO : An error occurred during recv TCP : Operation would block"
665396," ISO : An error occurred during recv TCP : Operation now in progress"
665397," ISO : An error occurred during recv TCP : Operation already in progress"
665398," ISO : An error occurred during recv TCP : Socket operation on non socket"
665399," ISO : An error occurred during recv TCP : Destination address required"
665400," ISO : An error occurred during recv TCP : Message too long"
665401," ISO : An error occurred during recv TCP : Protocol wrong type for Socket"
665402," ISO : An error occurred during recv TCP : Protocol not available"
665403," ISO : An error occurred during recv TCP : Protocol not supported"
665404," ISO : An error occurred during recv TCP : Socket not supported"
665405," ISO : An error occurred during recv TCP : Operation not supported on Socket"
665406," ISO : An error occurred during recv TCP : Protocol family not supported"
665407," ISO : An error occurred during recv TCP : Address family not supported"
665408," ISO : An error occurred during recv TCP : Address already in use"
665409," ISO : An error occurred during recv TCP : Can't assign requested address"
665410," ISO : An error occurred during recv TCP : Network is down"
665411," ISO : An error occurred during recv TCP : Network is unreachable"
665412," ISO : An error occurred during recv TCP : Network dropped connection on reset"
665413," ISO : An error occurred during recv TCP : Software caused connection abort"
665414," ISO : An error occurred during recv TCP : Connection reset by peer"
665415," ISO : An error occurred during recv TCP : No Buffer space available"
665416," ISO : An error occurred during recv TCP : Socket is already connected"
665417," ISO : An error occurred during recv TCP : Socket is not connected"
665418," ISO : An error occurred during recv TCP : Can't send after Socket shutdown"
665419," ISO : An error occurred during recv TCP : Too many references:can't splice"
665420," ISO : An error occurred during recv TCP : Connection timed out"
665421," ISO : An error occurred during recv TCP : Connection refused"
665422," ISO : An error occurred during recv TCP : Too many levels of symbolic links"
665423," ISO : An error occurred during recv TCP : File name is too long"
665424," ISO : An error occurred during recv TCP : Host is down"
665425," ISO : An error occurred during recv TCP : Unreachable peer"
665426," ISO : An error occurred during recv TCP : Directory is not empty"
665427," ISO : An error occurred during recv TCP : Too many processes"
665428," ISO : An error occurred during recv TCP : Too many users"
665429," ISO : An error occurred during recv TCP : Disk quota exceeded"
665430," ISO : An error occurred during recv TCP : Stale NFS file handle"
665431," ISO : An error occurred during recv TCP : Too many levels of remote in path"
665451," ISO : An error occurred during recv TCP : Network subsystem is unusable"
665452," ISO : An error occurred during recv TCP : Winsock DLL cannot support this application"
665453," ISO : An error occurred during recv TCP : Winsock not initialized"
665461," ISO : An error occurred during recv TCP : Disconnect"
666361," ISO : An error occurred during recv TCP : Host not found"
666362," ISO : An error occurred during recv TCP : Non authoritative - host not found"
666363," ISO : An error occurred during recv TCP : Non recoverable error"
666364," ISO : An error occurred during recv TCP : Valid name, no data record of requested type"
667361," ISO : An error occurred during recv TCP : Invalid address"
720896," ISO : Invalid connection params (wrong TSAPs)"
730900," ISO : Invalid connection params (wrong TSAPs) TCP : Interrupted system call"
730905," ISO : Invalid connection params (wrong TSAPs) TCP : Bad file number"
730909," ISO : Invalid connection params (wrong TSAPs) TCP : Permission denied"
730910," ISO : Invalid connection params (wrong TSAPs) TCP : Bad address"
730918," ISO : Invalid connection params (wrong TSAPs) TCP : Invalid argument"
730920," ISO : Invalid connection params (wrong TSAPs) TCP : Too many open files"
730931," ISO : Invalid connection params (wrong TSAPs) TCP : Operation would block"
730932," ISO : Invalid connection params (wrong TSAPs) TCP : Operation now in progress"
730933," ISO : Invalid connection params (wrong TSAPs) TCP : Operation already in progress"
730934," ISO : Invalid connection params (wrong TSAPs) TCP : Socket operation on non socket"
730935," ISO : Invalid connection params (wrong TSAPs) TCP : Destination address required"
730936," ISO : Invalid connection params (wrong TSAPs) TCP : Message too long"
730937," ISO : Invalid connection params (wrong TSAPs) TCP : Protocol wrong type for Socket"
730938," ISO : Invalid connection params (wrong TSAPs) TCP : Protocol not available"
730939," ISO : Invalid connection params (wrong TSAPs) TCP : Protocol not supported"
730940," ISO : Invalid connection params (wrong TSAPs) TCP : Socket not supported"
730941," ISO : Invalid connection params (wrong TSAPs) TCP : Operation not supported on Socket"
730942," ISO : Invalid connection params (wrong TSAPs) TCP : Protocol family not supported"
730943," ISO : Invalid connection params (wrong TSAPs) TCP : Address family not supported"
730944," ISO : Invalid connection params (wrong TSAPs) TCP : Address already in use"
730945," ISO : Invalid connection params (wrong TSAPs) TCP : Can't assign requested address"
730946," ISO : Invalid connection params (wrong TSAPs) TCP : Network is down"
730947," ISO : Invalid connection params (wrong TSAPs) TCP : Network is unreachable"
730948," ISO : Invalid connection params (wrong TSAPs) TCP : Network dropped connection on reset"
730949," ISO : Invalid connection params (wrong TSAPs) TCP : Software caused connection abort"
730950," ISO : Invalid connection params (wrong TSAPs) TCP : Connection reset by peer"
730951," ISO : Invalid connection params (wrong TSAPs) TCP : No Buffer space available"
730952," ISO : Invalid connection params (wrong TSAPs) TCP : Socket is already connected"
730953," ISO : Invalid connection params (wrong TSAPs) TCP : Socket is not connected"
730954," ISO : Invalid connection params (wrong TSAPs) TCP : Can't send after Socket shutdown"
730955," ISO : Invalid connection params (wrong TSAPs) TCP : Too many references:can't splice"
730956," ISO : Invalid connection params (wrong TSAPs) TCP : Connection timed out"
730957," ISO : Invalid connection params (wrong TSAPs) TCP : Connection refused"
730958," ISO : Invalid connection params (wrong TSAPs) TCP : Too many levels of symbolic links"
730959," ISO : Invalid connection params (wrong TSAPs) TCP : File name is too long"
