ErrorCode,ErrorText
4925250,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Network is down"
4925251,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Network is unreachable"
4925252,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Network dropped connection on reset"
4925253,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Software caused connection abort"
4925254,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Connection reset by peer"
4925255,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : No Buffer space available"
4925256,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Socket is already connected"
4925257,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Socket is not connected"
4925258,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Can't send after Socket shutdown"
4925259,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Too many references:can't splice"
4925260,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Connection timed out"
4925261,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Connection refused"
4925262,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Too many levels of symbolic links"
4925263,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : File name is too long"
4925264,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Host is down"
4925265,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Unreachable peer"
4925266,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Directory is not empty"
4925267,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Too many processes"
4925268,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Too many users"
4925269,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Disk quota exceeded"
4925270,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Stale NFS file handle"
4925271,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Too many levels of remote in path"
4925291,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Network subsystem is unusable"
4925292,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Winsock DLL cannot support this application"
4925293,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Winsock not initialized"
4925301,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Disconnect"
4926201,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Host not found"
4926202,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Non authoritative - host not found"
4926203,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Non recoverable error"
4926204,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Valid name, no data record of requested type"
4927201,"CLI : too may items (>20) in multi read/write ISO : Invalid connection params (wrong TSAPs) TCP : Invalid address"
4980736,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000)"
4990740,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Interrupted system call"
4990745,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Bad file number"
4990749,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Permission denied"
4990750,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Bad address"
4990758,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Invalid argument"
4990760,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Too many open files"
4990771,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Operation would block"
4990772,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Operation now in progress"
4990773,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Operation already in progress"
4990774,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Socket operation on non socket"
4990775,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Destination address required"
4990776,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Message too long"
4990777,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Protocol wrong type for Socket"
4990778,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Protocol not available"
4990779,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Protocol not supported"
4990780,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Socket not supported"
4990781,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Operation not supported on Socket"
4990782,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Protocol family not supported"
4990783,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Address family not supported"
4990784,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Address already in use"
4990785,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Can't assign requested address"
4990786,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Network is down"
4990787,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Network is unreachable"
4990788,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Network dropped connection on reset"
4990789,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Software caused connection abort"
4990790,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Connection reset by peer"
4990791,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : No Buffer space available"
4990792,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Socket is already connected"
4990793,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Socket is not connected"
4990794,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Can't send after Socket shutdown"
4990795,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Too many references:can't splice"
4990796,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Connection timed out"
4990797,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Connection refused"
4990798,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Too many levels of symbolic links"
4990799,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : File name is too long"
4990800,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Host is down"
4990801,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Unreachable peer"
4990802,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Directory is not empty"
4990803,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Too many processes"
4990804,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Too many users"
4990805,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Disk quota exceeded"
4990806,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Stale NFS file handle"
4990807,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Too many levels of remote in path"
4990827,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Network subsystem is unusable"
4990828,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Winsock DLL cannot support this application"
4990829,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Winsock not initialized"
4990837,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Disconnect"
4991737,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Host not found"
4991738,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Non authoritative - host not found"
4991739,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Non recoverable error"
4991740,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Valid name, no data record of requested type"
4992737,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000c0000) TCP : Invalid address"
5046272,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000)"
5056276,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Interrupted system call"
5056281,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Bad file number"
5056285,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Permission denied"
5056286,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Bad address"
5056294,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Invalid argument"
5056296,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Too many open files"
5056307,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Operation would block"
5056308,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Operation now in progress"
5056309,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Operation already in progress"
5056310,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Socket operation on non socket"
5056311,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Destination address required"
5056312,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Message too long"
5056313,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Protocol wrong type for Socket"
5056314,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Protocol not available"
5056315,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Protocol not supported"
5056316,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Socket not supported"
5056317,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Operation not supported on Socket"
5056318,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Protocol family not supported"
5056319,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Address family not supported"
5056320,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Address already in use"
5056321,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Can't assign requested address"
5056322,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Network is down"
5056323,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Network is unreachable"
5056324,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Network dropped connection on reset"
5056325,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Software caused connection abort"
5056326,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Connection reset by peer"
5056327,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : No Buffer space available"
5056328,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Socket is already connected"
5056329,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Socket is not connected"
5056330,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Can't send after Socket shutdown"
5056331,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Too many references:can't splice"
5056332,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Connection timed out"
5056333,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Connection refused"
5056334,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Too many levels of symbolic links"
5056335,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : File name is too long"
5056336,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Host is down"
5056337,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Unreachable peer"
5056338,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Directory is not empty"
5056339,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Too many processes"
5056340,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Too many users"
5056341,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Disk quota exceeded"
5056342,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Stale NFS file handle"
5056343,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Too many levels of remote in path"
5056363,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Network subsystem is unusable"
5056364,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Winsock DLL cannot support this application"
5056365,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Winsock not initialized"
5056373,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Disconnect"
5057273,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Host not found"
5057274,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Non authoritative - host not found"
5057275,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Non recoverable error"
5057276,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Valid name, no data record of requested type"
5058273,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000d0000) TCP : Invalid address"
5111808,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000)"
5121812,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Interrupted system call"
5121817,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Bad file number"
5121821,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Permission denied"
5121822,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Bad address"
5121830,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Invalid argument"
5121832,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Too many open files"
5121843,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Operation would block"
5121844,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Operation now in progress"
5121845,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Operation already in progress"
5121846,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Socket operation on non socket"
5121847,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Destination address required"
5121848,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Message too long"
5121849,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Protocol wrong type for Socket"
5121850,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Protocol not available"
5121851,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Protocol not supported"
5121852,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Socket not supported"
5121853,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Operation not supported on Socket"
5121854,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Protocol family not supported"
5121855,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Address family not supported"
5121856,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Address already in use"
5121857,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Can't assign requested address"
5121858,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Network is down"
5121859,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Network is unreachable"
5121860,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Network dropped connection on reset"
5121861,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Software caused connection abort"
5121862,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Connection reset by peer"
5121863,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : No Buffer space available"
5121864,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Socket is already connected"
5121865,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Socket is not connected"
5121866,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Can't send after Socket shutdown"
5121867,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Too many references:can't splice"
5121868,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Connection timed out"
5121869,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Connection refused"
5121870,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Too many levels of symbolic links"
5121871,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : File name is too long"
5121872,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Host is down"
5121873,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Unreachable peer"
5121874,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Directory is not empty"
5121875,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Too many processes"
5121876,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Too many users"
5121877,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Disk quota exceeded"
5121878,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Stale NFS file handle"
5121879,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Too many levels of remote in path"
5121899,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Network subsystem is unusable"
5121900,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Winsock DLL cannot support this application"
5121901,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Winsock not initialized"
5121909,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Disconnect"
5122809,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Host not found"
5122810,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Non authoritative - host not found"
5122811,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Non recoverable error"
5122812,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Valid name, no data record of requested type"
5123809,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000e0000) TCP : Invalid address"
5177344,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000)"
5187348,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Interrupted system call"
5187353,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Bad file number"
5187357,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Permission denied"
5187358,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Bad address"
5187366,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Invalid argument"
5187368,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Too many open files"
5187379,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Operation would block"
5187380,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Operation now in progress"
5187381,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Operation already in progress"
5187382,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Socket operation on non socket"
5187383,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Destination address required"
5187384,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Message too long"
5187385,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Protocol wrong type for Socket"
5187386,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Protocol not available"
5187387,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Protocol not supported"
5187388,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Socket not supported"
5187389,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Operation not supported on Socket"
5187390,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Protocol family not supported"
5187391,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Address family not supported"
5187392,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Address already in use"
5187393,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Can't assign requested address"
5187394,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Network is down"
5187395,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Network is unreachable"
5187396,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Network dropped connection on reset"
5187397,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Software caused connection abort"
5187398,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Connection reset by peer"
5187399,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : No Buffer space available"
5187400,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Socket is already connected"
5187401,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Socket is not connected"
5187402,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Can't send after Socket shutdown"
5187403,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Too many references:can't splice"
5187404,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Connection timed out"
5187405,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Connection refused"
5187406,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Too many levels of symbolic links"
5187407,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : File name is too long"
5187408,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Host is down"
5187409,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Unreachable peer"
5187410,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Directory is not empty"
5187411,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Too many processes"
5187412,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Too many users"
5187413,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Disk quota exceeded"
5187414,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Stale NFS file handle"
5187415,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Too many levels of remote in path"
5187435,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Network subsystem is unusable"
5187436,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Winsock DLL cannot support this application"
5187437,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Winsock not initialized"
5187445,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Disconnect"
5188345,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Host not found"
5188346,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Non authoritative - host not found"
5188347,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Non recoverable error"
5188348,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Valid name, no data record of requested type"
5189345,"CLI : too may items (>20) in multi read/write ISO : Unknown error (0x000f0000) TCP : Invalid address"
5242880,"CLI : invalid WordLength"
5252884,"CLI : invalid WordLength TCP : Interrupted system call"
5252889,"CLI : invalid WordLength TCP : Bad file number"
5252893,"CLI : invalid WordLength TCP : Permission denied"
5252894,"CLI : invalid WordLength TCP : Bad address"
5252902,"CLI : invalid WordLength TCP : Invalid argument"
5252904,"CLI : invalid WordLength TCP : Too many open files"
5252915,"CLI : invalid WordLength TCP : Operation would block"
5252916,"CLI : invalid WordLength TCP : Operation now in progress"
5252917,"CLI : invalid WordLength TCP : Operation already in progress"
5252918,"CLI : invalid WordLength TCP : Socket operation on non socket"
5252919,"CLI : invalid WordLength TCP : Destination address required"
5252920,"CLI : invalid WordLength TCP : Message too long"
5252921,"CLI : invalid WordLength TCP : Protocol wrong type for Socket"
5252922,"CLI : invalid WordLength TCP : Protocol not available"
5252923,"CLI : invalid WordLength TCP : Protocol not supported"
5252924,"CLI : invalid WordLength TCP : Socket not supported"
5252925,"CLI : invalid WordLength TCP : Operation not supported on Socket"
5252926,"CLI : invalid WordLength TCP : Protocol family not supported"
5252927,"CLI : invalid WordLength TCP : Address family not supported"
5252928,"CLI : invalid WordLength TCP : Address already in use"
5252929,"CLI : invalid WordLength TCP : Can't assign requested address"
5252930,"CLI : invalid WordLength TCP : Network is down"
5252931,"CLI : invalid WordLength TCP : Network is unreachable"
5252932,"CLI : invalid WordLength TCP : Network dropped connection on reset"
5252933,"CLI : invalid WordLength TCP : Software caused connection abort"
5252934,"CLI : invalid WordLength TCP : Connection reset by peer"
5252935,"CLI : invalid WordLength TCP : No Buffer space available"
5252936,"CLI : invalid WordLength TCP : Socket is already connected"
5252937,"CLI : invalid WordLength TCP : Socket is not connected"
5252938,"CLI : invalid WordLength TCP : Can't send after Socket shutdown"
5252939,"CLI : invalid WordLength TCP : Too many references:can't splice"
5252940,"CLI : invalid WordLength TCP : Connection timed out"
5252941,"CLI : invalid WordLength TCP : Connection refused"
5252942,"CLI : invalid WordLength TCP : Too many levels of symbolic links"
5252943,"CLI : invalid WordLength TCP : File name is too long"
5252944,"CLI : invalid WordLength TCP : Host is down"
5252945,"CLI : invalid WordLength TCP : Unreachable peer"
5252946,"CLI : invalid WordLength TCP : Directory is not empty"
5252947,"CLI : invalid WordLength TCP : Too many processes"
5252948,"CLI : invalid WordLength TCP : Too many users"
5252949,"CLI : invalid WordLength TCP : Disk quota exceeded"
